Row ID,Rating
1,8
2,7.841621234
3,5.841621234
4,5.841621234
5,10.84162123
6,6.841621234
7,10.84162123
8,8.841621234
9,7.841621234
10,6.841621234
11,7.841621234
12,4.841621234
13,10.84162123
14,6.841621234
15,10
16,8.841621234
17,4.841621234
18,10.84162123
19,7.841621234
20,9.841621234
21,10.84162123
22,9.841621234
23,5.841621234
24,6.841621234
25,4.841621234
26,5.841621234
27,7.841621234
28,7.841621234
29,6.841621234
30,10.84162123
31,10.84162123
32,5.841621234
33,5.841621234
34,7.841621234
35,9.841621234
36,5.841621234
37,7.841621234
38,9.841621234
39,8.841621234
40,10
41,5.841621234
42,8.841621234
43,8.841621234
44,7.841621234
45,10.84162123
46,4.841621234
47,7.841621234
48,10
49,10
50,4.841621234
51,10
52,4.841621234
53,9.841621234
54,10
55,6.841621234
56,10
57,4.841621234
58,6.841621234
59,9.841621234
60,4.841621234
61,7.841621234
62,10.84162123
63,8.841621234
64,4.841621234
65,10.84162123
66,8.841621234
67,9.841621234
68,4.841621234
69,4.841621234
70,9.841621234
71,5.841621234
72,10
73,9.841621234
74,8.841621234
75,7.841621234
76,10.84162123
77,7.841621234
78,10
79,5.841621234
80,9.841621234
81,8.841621234
82,4.841621234
83,6.841621234
84,7.841621234
85,4.841621234
86,8.841621234
87,10
88,7.841621234
89,7.841621234
90,10
91,10.84162123
92,9.841621234
93,7.841621234
94,8.841621234
95,10
96,5.841621234
97,5.841621234
98,6.841621234
99,8.841621234
100,7.841621234
101,4.841621234
102,6.841621234
103,10.84162123
104,5.841621234
105,10
106,6.841621234
107,5.841621234
108,4.841621234
109,4.841621234
110,5.841621234
111,6.841621234
112,7.841621234
113,8.841621234
114,10
115,7.841621234
116,10.84162123
117,10.84162123
118,7.841621234
119,6.841621234
120,10
121,7.841621234
122,9.841621234
123,9.841621234
124,7.841621234
125,5.841621234
126,9.841621234
127,9.841621234
128,4.841621234
129,8.841621234
130,5.841621234
131,6.841621234
132,7.841621234
133,8.841621234
134,9.841621234
135,9.841621234
136,9.841621234
137,10
138,8.841621234
139,10
140,8.841621234
141,8.841621234
142,5.841621234
143,10.84162123
144,10
145,8.841621234
146,4.841621234
147,10.84162123
148,9.841621234
149,7.841621234
150,10.84162123
151,4.841621234
152,4.841621234
153,5.841621234
154,10
155,4.841621234
156,5.841621234
157,6.841621234
158,10
159,5.841621234
160,8.841621234
161,4.841621234
162,10
163,5.841621234
164,10.84162123
165,8.841621234
166,7.841621234
167,7.841621234
168,9.841621234
169,9.841621234
170,10
171,4.841621234
172,10.84162123
173,8.841621234
174,9.841621234
175,10
176,10
177,10
178,10.84162123
179,9.841621234
180,10.84162123
181,8.841621234
182,8.841621234
183,5.841621234
184,9.841621234
185,6.841621234
186,10
187,5.841621234
188,6.841621234
189,10.84162123
190,6.841621234
191,9.841621234
192,7.841621234
193,10
194,4.841621234
195,6.841621234
196,5.841621234
197,10.84162123
198,9.841621234
199,8.841621234
200,4.841621234
201,9.841621234
202,8.841621234
203,10.84162123
204,8.841621234
205,6.841621234
206,9.841621234
207,8.841621234
208,5.841621234
209,10.84162123
210,10.84162123
211,10
212,10.84162123
213,5.841621234
214,9.841621234
215,5.841621234
216,9.841621234
217,6.841621234
218,8.841621234
219,10
220,4.841621234
221,4.841621234
222,4.841621234
223,10.84162123
224,10.84162123
225,10
226,6.841621234
227,4.841621234
228,5.841621234
229,8.841621234
230,9.841621234
231,5.841621234
232,10.84162123
233,7.841621234
234,7.841621234
235,4.841621234
236,8.841621234
237,10.84162123
238,10
239,8.841621234
240,10.84162123
241,9.841621234
242,10
243,9.841621234
244,10
245,10
246,4.841621234
247,7.841621234
248,6.841621234
249,7.841621234
250,5.841621234
251,5.841621234
252,7.841621234
253,10
254,10
255,10
256,6.841621234
257,10
258,7.841621234
259,8.841621234
260,6.841621234
261,5.841621234
262,10.84162123
263,4.841621234
264,10.84162123
265,10.84162123
266,7.841621234
267,4.841621234
268,10.84162123
269,4.841621234
270,6.841621234
271,10
272,10
273,7.841621234
274,10.84162123
275,5.841621234
276,7.841621234
277,10
278,10
279,8.841621234
280,10
281,4.841621234
282,7.841621234
283,6.841621234
284,10
285,8.841621234
286,10.84162123
287,5.841621234
288,6.841621234
289,8.841621234
290,9.841621234
291,8.841621234
292,10
293,4.841621234
294,7.841621234
295,9.841621234
296,9.841621234
297,10
298,8.841621234
299,4.841621234
300,10
301,7.841621234
302,10
303,5.841621234
304,5.841621234
305,9.841621234
306,6.841621234
307,9.841621234
308,5.841621234
309,5.841621234
310,4.841621234
311,10
312,10.84162123
313,10.84162123
314,6.841621234
315,10.84162123
316,8.841621234
317,4.841621234
318,5.841621234
319,4.841621234
320,9.841621234
321,10.84162123
322,9.841621234
323,7.841621234
324,10.84162123
325,8.841621234
326,4.841621234
327,6.841621234
328,7.841621234
329,7.841621234
330,6.841621234
331,6.841621234
332,7.841621234
333,4.841621234
334,6.841621234
335,8.841621234
336,5.841621234
337,10.84162123
338,5.841621234
339,8.841621234
340,8.841621234
341,9.841621234
342,7.841621234
343,4.841621234
344,5.841621234
345,10.84162123
346,8.841621234
347,10.84162123
348,9.841621234
349,10
350,6.841621234
351,9.841621234
352,10
353,10
354,7.841621234
355,7.841621234
356,8.841621234
357,10
358,9.841621234
359,4.841621234
360,9.841621234
361,9.841621234
362,5.841621234
363,10
364,8.841621234
365,7.841621234
366,9.841621234
367,7.841621234
368,10.84162123
369,6.841621234
370,10.84162123
371,10
372,4.841621234
373,5.841621234
374,9.841621234
375,7.841621234
376,10
377,7.841621234
378,10
379,8.841621234
380,9.841621234
381,9.841621234
382,4.841621234
383,4.841621234
384,7.841621234
385,7.841621234
386,9.841621234
387,6.841621234
388,10
389,7.841621234
390,10.84162123
391,8.841621234
392,6.841621234
393,8.841621234
394,9.841621234
395,10.84162123
396,5.841621234
397,10.84162123
398,8.841621234
399,9.841621234
400,5.841621234
401,4.841621234
402,10.84162123
403,9.841621234
404,4.841621234
405,10
406,8.841621234
407,9.841621234
408,7.841621234
409,10.84162123
410,10.84162123
411,5.841621234
412,6.841621234
413,4.841621234
414,4.841621234
415,9.841621234
416,8.841621234
417,10.84162123
418,10.84162123
419,4.841621234
420,7.841621234
421,7.841621234
422,10
423,8.841621234
424,7.841621234
425,8.841621234
426,4.841621234
427,10.84162123
428,10.84162123
429,7.841621234
430,7.841621234
431,9.841621234
432,4.841621234
433,9.841621234
434,10
435,5.841621234
436,7.841621234
437,9.841621234
438,4.841621234
439,10.84162123
440,7.841621234
441,9.841621234
442,5.841621234
443,4.841621234
444,9.841621234
445,6.841621234
446,5.841621234
447,9.841621234
448,9.841621234
449,6.841621234
450,10.84162123
451,4.841621234
452,6.841621234
453,7.841621234
454,5.841621234
455,10
456,8.841621234
457,8.841621234
458,8.841621234
459,10
460,7.841621234
461,4.841621234
462,10.84162123
463,10
464,9.841621234
465,8.841621234
466,4.841621234
467,7.841621234
468,6.841621234
469,10.84162123
470,10
471,10
472,10
473,6.841621234
474,5.841621234
475,10
476,4.841621234
477,5.841621234
478,4.841621234
479,10
480,8.841621234
481,9.841621234
482,8.841621234
483,10
484,5.841621234
485,7.841621234
486,4.841621234
487,9.841621234
488,9.841621234
489,10
490,9.841621234
491,4.841621234
492,10
493,6.841621234
494,10.84162123
495,10
496,6.841621234
497,8.841621234
498,5.841621234
499,4.841621234
500,8.841621234
501,10.84162123
502,5.841621234
503,4.841621234
504,9.841621234
505,10
506,8.841621234
507,6.841621234
508,10
509,7.841621234
510,10.84162123
511,6.841621234
512,9.841621234
513,8.841621234
514,10.84162123
515,9.841621234
516,7.841621234
517,10
518,7.841621234
519,10
520,7.841621234
521,10
522,5.841621234
523,7.841621234
524,10.84162123
525,9.841621234
526,4.841621234
527,10.84162123
528,4.841621234
529,9.841621234
530,4.841621234
531,4.841621234
532,10
